Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"waitForElementPresent(findTestObject(""OrangeHRM/Page_OrangeHRM/h5_Leave List""), 10)",Chrome 148.0.7778.97,,,12-05-2026 15:05:53,12-05-2026 15:05:55,1.235s,PASSED
takeScreenshot(),Chrome 148.0.7778.97,,,12-05-2026 15:05:55,12-05-2026 15:05:55,0.351s,PASSED
"verifyElementText(findTestObject(""OrangeHRM/Page_OrangeHRM/h5_Leave List""), ""Leave List"")",Chrome 148.0.7778.97,,,12-05-2026 15:05:55,12-05-2026 15:05:55,0.219s,PASSED
"click(findTestObject(""OrangeHRM/Page_OrangeHRM/span_Time""))",Chrome 148.0.7778.97,,,12-05-2026 15:05:55,12-05-2026 15:05:56,1.144s,PASSED
"waitForElementPresent(findTestObject(""OrangeHRM/Page_OrangeHRM/h6_Select Employee""), 10)",Chrome 148.0.7778.97,,,12-05-2026 15:05:56,12-05-2026 15:05:58,1.137s,PASSED
takeScreenshot(),Chrome 148.0.7778.97,,,12-05-2026 15:05:58,12-05-2026 15:05:58,0.325s,PASSED
"verifyElementText(findTestObject(""OrangeHRM/Page_OrangeHRM/h6_Select Employee""), ""Select Employee"")",Chrome 148.0.7778.97,,,12-05-2026 15:05:58,12-05-2026 15:05:58,0.216s,PASSED
"click(findTestObject(""OrangeHRM/Page_OrangeHRM/span_My Info""))",Chrome 148.0.7778.97,,,12-05-2026 15:05:58,12-05-2026 15:05:59,0.978s,PASSED
"waitForElementPresent(findTestObject(""OrangeHRM/Page_OrangeHRM/h6_Personal Details""), 10)",Chrome 148.0.7778.97,,,12-05-2026 15:05:59,12-05-2026 15:06:01,1.960s,PASSED
takeScreenshot(),Chrome 148.0.7778.97,,,12-05-2026 15:06:01,12-05-2026 15:06:01,0.334s,PASSED
"verifyElementText(findTestObject(""OrangeHRM/Page_OrangeHRM/h6_Personal Details""), ""Personal Details"")",Chrome 148.0.7778.97,,,12-05-2026 15:06:01,12-05-2026 15:06:02,0.217s,PASSED
"click(findTestObject(""OrangeHRM/Page_OrangeHRM/span_Maintenance""))",Chrome 148.0.7778.97,,,12-05-2026 15:06:02,12-05-2026 15:06:03,0.920s,PASSED
"waitForElementPresent(findTestObject(""OrangeHRM/Page_OrangeHRM/h6_Administrator Access""), 10)",Chrome 148.0.7778.97,,,12-05-2026 15:06:03,12-05-2026 15:06:03,0.726s,PASSED
takeScreenshot(),Chrome 148.0.7778.97,,,12-05-2026 15:06:03,12-05-2026 15:06:04,0.288s,PASSED
"verifyElementText(findTestObject(""OrangeHRM/Page_OrangeHRM/h6_Administrator Access""), ""Administrator Access"")",Chrome 148.0.7778.97,,,12-05-2026 15:06:04,12-05-2026 15:06:04,0.215s,PASSED
closeBrowser(STOP_ON_FAILURE),Chrome 148.0.7778.97,,,12-05-2026 15:06:04,12-05-2026 15:06:04,0.104s,PASSED
